
===== Classifying modified proteins as such ====
G1FV3-30640-MONOMER: Updating molecular-weight-seq from NIL to 37.04
G1FV3-29024-MONOMER: Updating molecular-weight-seq from NIL to 34.204
G1FV3-25134-MONOMER: Updating molecular-weight-seq from NIL to 70.041
G1FV3-29025-MONOMER: Updating molecular-weight-seq from NIL to 163.511
G1FV3-26887-MONOMER: Updating molecular-weight-seq from NIL to 23.135
G1FV3-30641-MONOMER: Updating molecular-weight-seq from NIL to 88.024
G1FV3-29026-MONOMER: Updating molecular-weight-seq from NIL to 61.966
G1FV3-25135-MONOMER: Updating molecular-weight-seq from NIL to 14.973
G1FV3-29130-MONOMER: Updating molecular-weight-seq from NIL to 16.112
G1FV3-26888-MONOMER: Updating molecular-weight-seq from NIL to 53.106
G1FV3-29027-MONOMER: Updating molecular-weight-seq from NIL to 60.049
G1FV3-30642-MONOMER: Updating molecular-weight-seq from NIL to 17.92
G1FV3-29030-MONOMER: Updating molecular-weight-seq from NIL to 58.469
G1FV3-29028-MONOMER: Updating molecular-weight-seq from NIL to 60.903
G1FV3-25136-MONOMER: Updating molecular-weight-seq from NIL to 21.698
G1FV3-29029-MONOMER: Updating molecular-weight-seq from NIL to 64.129
G1FV3-26889-MONOMER: Updating molecular-weight-seq from NIL to 43.739
G1FV3-30643-MONOMER: Updating molecular-weight-seq from NIL to 11.582
G1FV3-29040-MONOMER: Updating molecular-weight-seq from NIL to 52.37
G1FV3-25137-MONOMER: Updating molecular-weight-seq from NIL to 28.353
G1FV3-26890-MONOMER: Updating molecular-weight-seq from NIL to 57.339
G1FV3-29031-MONOMER: Updating molecular-weight-seq from NIL to 44.0
G1FV3-30644-MONOMER: Updating molecular-weight-seq from NIL to 2.795
G1FV3-29032-MONOMER: Updating molecular-weight-seq from NIL to 62.039
G1FV3-25138-MONOMER: Updating molecular-weight-seq from NIL to 167.657
G1FV3-29033-MONOMER: Updating molecular-weight-seq from NIL to 34.991
G1FV3-26891-MONOMER: Updating molecular-weight-seq from NIL to 73.919
G1FV3-30645-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29034-MONOMER: Updating molecular-weight-seq from NIL to 14.158
G1FV3-25139-MONOMER: Updating molecular-weight-seq from NIL to 21.072
G1FV3-29035-MONOMER: Updating molecular-weight-seq from NIL to 66.652
G1FV3-26892-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-30646-MONOMER: Updating molecular-weight-seq from NIL to 113.159
G1FV3-29036-MONOMER: Updating molecular-weight-seq from NIL to 71.801
G1FV3-25140-MONOMER: Updating molecular-weight-seq from NIL to 67.411
G1FV3-26893-MONOMER: Updating molecular-weight-seq from NIL to 111.284
G1FV3-29037-MONOMER: Updating molecular-weight-seq from NIL to 59.009
G1FV3-30647-MONOMER: Updating molecular-weight-seq from NIL to 39.697
G1FV3-29038-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-25141-MONOMER: Updating molecular-weight-seq from NIL to 44.482
G1FV3-26894-MONOMER: Updating molecular-weight-seq from NIL to 129.056
G1FV3-29039-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-30648-MONOMER: Updating molecular-weight-seq from NIL to 107.643
G1FV3-29043-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25142-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-26895-MONOMER: Updating molecular-weight-seq from NIL to 28.237
G1FV3-29041-MONOMER: Updating molecular-weight-seq from NIL to 53.943
G1FV3-30649-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29042-MONOMER: Updating molecular-weight-seq from NIL to 68.717
G1FV3-25143-MONOMER: Updating molecular-weight-seq from NIL to 65.918
G1FV3-26896-MONOMER: Updating molecular-weight-seq from NIL to 31.409
G1FV3-30650-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-29044-MONOMER: Updating molecular-weight-seq from NIL to 64.769
G1FV3-25144-MONOMER: Updating molecular-weight-seq from NIL to 150.779
G1FV3-29045-MONOMER: Updating molecular-weight-seq from NIL to 66.639
G1FV3-26897-MONOMER: Updating molecular-weight-seq from NIL to 56.985
G1FV3-30651-MONOMER: Updating molecular-weight-seq from NIL to 56.029
G1FV3-29046-MONOMER: Updating molecular-weight-seq from NIL to 31.141
G1FV3-25145-MONOMER: Updating molecular-weight-seq from NIL to 55.192
G1FV3-29047-MONOMER: Updating molecular-weight-seq from NIL to 70.047
G1FV3-26898-MONOMER: Updating molecular-weight-seq from NIL to 63.75
G1FV3-30652-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29048-MONOMER: Updating molecular-weight-seq from NIL to 79.402
G1FV3-25146-MONOMER: Updating molecular-weight-seq from NIL to 2.928
G1FV3-29049-MONOMER: Updating molecular-weight-seq from NIL to 7.518
G1FV3-26899-MONOMER: Updating molecular-weight-seq from NIL to 53.395
G1FV3-30653-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29051-MONOMER: Updating molecular-weight-seq from NIL to 2.658
G1FV3-25147-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26900-MONOMER: Updating molecular-weight-seq from NIL to 56.15
G1FV3-29052-MONOMER: Updating molecular-weight-seq from NIL to 65.829
G1FV3-30654-MONOMER: Updating molecular-weight-seq from NIL to 13.453
G1FV3-29054-MONOMER: Updating molecular-weight-seq from NIL to 46.588
G1FV3-25148-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29055-MONOMER: Updating molecular-weight-seq from NIL to 27.248
G1FV3-26901-MONOMER: Updating molecular-weight-seq from NIL to 66.601
G1FV3-30656-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29056-MONOMER: Updating molecular-weight-seq from NIL to 43.45
G1FV3-25149-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26902-MONOMER: Updating molecular-weight-seq from NIL to 20.839
G1FV3-29057-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30657-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26903-MONOMER: Updating molecular-weight-seq from NIL to 58.926
G1FV3-29058-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25150-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-26904-MONOMER: Updating molecular-weight-seq from NIL to 29.551
G1FV3-29059-MONOMER: Updating molecular-weight-seq from NIL to 22.745
G1FV3-30658-MONOMER: Updating molecular-weight-seq from NIL to 44.061
G1FV3-29060-MONOMER: Updating molecular-weight-seq from NIL to 73.156
G1FV3-26905-MONOMER: Updating molecular-weight-seq from NIL to 49.106
G1FV3-25151-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29101-MONOMER: Updating molecular-weight-seq from NIL to 104.124
G1FV3-29061-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30659-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26906-MONOMER: Updating molecular-weight-seq from NIL to 30.618
G1FV3-29062-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-25153-MONOMER: Updating molecular-weight-seq from NIL to 16.511
G1FV3-29063-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30660-MONOMER: Updating molecular-weight-seq from NIL to 79.96
G1FV3-29064-MONOMER: Updating molecular-weight-seq from NIL to 2.881
G1FV3-26907-MONOMER: Updating molecular-weight-seq from NIL to 49.881
G1FV3-25154-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29065-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30661-MONOMER: Updating molecular-weight-seq from NIL to 51.079
G1FV3-29066-MONOMER: Updating molecular-weight-seq from NIL to 54.74
G1FV3-26908-MONOMER: Updating molecular-weight-seq from NIL to 27.812
G1FV3-25155-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29067-MONOMER: Updating molecular-weight-seq from NIL to 59.512
G1FV3-30662-MONOMER: Updating molecular-weight-seq from NIL to 10.65
G1FV3-26909-MONOMER: Updating molecular-weight-seq from NIL to 81.301
G1FV3-29068-MONOMER: Updating molecular-weight-seq from NIL to 24.868
G1FV3-25156-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29069-MONOMER: Updating molecular-weight-seq from NIL to 29.677
G1FV3-30663-MONOMER: Updating molecular-weight-seq from NIL to 30.05
G1FV3-29111-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26910-MONOMER: Updating molecular-weight-seq from NIL to 194.779
G1FV3-25157-MONOMER: Updating molecular-weight-seq from NIL to 1.827
G1FV3-29071-MONOMER: Updating molecular-weight-seq from NIL to 59.909
G1FV3-30664-MONOMER: Updating molecular-weight-seq from NIL to 10.602
G1FV3-26911-MONOMER: Updating molecular-weight-seq from NIL to 124.817
G1FV3-29072-MONOMER: Updating molecular-weight-seq from NIL to 60.214
G1FV3-25158-MONOMER: Updating molecular-weight-seq from NIL to 3.158
G1FV3-29073-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29074-MONOMER: Updating molecular-weight-seq from NIL to 55.424
G1FV3-30665-MONOMER: Updating molecular-weight-seq from NIL to 15.671
G1FV3-29075-MONOMER: Updating molecular-weight-seq from NIL to 175.159
G1FV3-26912-MONOMER: Updating molecular-weight-seq from NIL to 50.448
G1FV3-25159-MONOMER: Updating molecular-weight-seq from NIL to 75.357
G1FV3-29076-MONOMER: Updating molecular-weight-seq from NIL to 25.022
G1FV3-30666-MONOMER: Updating molecular-weight-seq from NIL to 48.935
G1FV3-26913-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29077-MONOMER: Updating molecular-weight-seq from NIL to 43.435
G1FV3-25160-MONOMER: Updating molecular-weight-seq from NIL to 20.748
G1FV3-29078-MONOMER: Updating molecular-weight-seq from NIL to 67.316
G1FV3-30667-MONOMER: Updating molecular-weight-seq from NIL to 26.507
G1FV3-29079-MONOMER: Updating molecular-weight-seq from NIL to 25.081
G1FV3-26914-MONOMER: Updating molecular-weight-seq from NIL to 40.014
G1FV3-25161-MONOMER: Updating molecular-weight-seq from NIL to 53.285
G1FV3-29120-MONOMER: Updating molecular-weight-seq from NIL to 34.284
G1FV3-30668-MONOMER: Updating molecular-weight-seq from NIL to 2.881
G1FV3-26915-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29081-MONOMER: Updating molecular-weight-seq from NIL to 69.096
G1FV3-25162-MONOMER: Updating molecular-weight-seq from NIL to 45.185
G1FV3-29082-MONOMER: Updating molecular-weight-seq from NIL to 33.159
G1FV3-30669-MONOMER: Updating molecular-weight-seq from NIL to 43.371
G1FV3-29083-MONOMER: Updating molecular-weight-seq from NIL to 35.116
G1FV3-26916-MONOMER: Updating molecular-weight-seq from NIL to 104.081
G1FV3-25163-MONOMER: Updating molecular-weight-seq from NIL to 53.549
G1FV3-29084-MONOMER: Updating molecular-weight-seq from NIL to 27.238
G1FV3-30670-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29085-MONOMER: Updating molecular-weight-seq from NIL to 68.953
G1FV3-26917-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25164-MONOMER: Updating molecular-weight-seq from NIL to 14.389
G1FV3-29086-MONOMER: Updating molecular-weight-seq from NIL to 116.619
G1FV3-30671-MONOMER: Updating molecular-weight-seq from NIL to 46.345
G1FV3-29087-MONOMER: Updating molecular-weight-seq from NIL to 75.54
G1FV3-26918-MONOMER: Updating molecular-weight-seq from NIL to 2.658
G1FV3-25165-MONOMER: Updating molecular-weight-seq from NIL to 49.938
G1FV3-29088-MONOMER: Updating molecular-weight-seq from NIL to 87.37
G1FV3-30672-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26920-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29089-MONOMER: Updating molecular-weight-seq from NIL to 36.806
G1FV3-25166-MONOMER: Updating molecular-weight-seq from NIL to 116.071
G1FV3-29090-MONOMER: Updating molecular-weight-seq from NIL to 53.986
G1FV3-30673-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26921-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29091-MONOMER: Updating molecular-weight-seq from NIL to 40.812
G1FV3-25167-MONOMER: Updating molecular-weight-seq from NIL to 42.923
G1FV3-29092-MONOMER: Updating molecular-weight-seq from NIL to 45.974
G1FV3-30674-MONOMER: Updating molecular-weight-seq from NIL to 2.795
G1FV3-26922-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29093-MONOMER: Updating molecular-weight-seq from NIL to 70.384
G1FV3-25168-MONOMER: Updating molecular-weight-seq from NIL to 83.378
G1FV3-29094-MONOMER: Updating molecular-weight-seq from NIL to 5.68
G1FV3-30675-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26923-MONOMER: Updating molecular-weight-seq from NIL to 42.773
G1FV3-29095-MONOMER: Updating molecular-weight-seq from NIL to 5.845
G1FV3-25169-MONOMER: Updating molecular-weight-seq from NIL to 17.232
G1FV3-29096-MONOMER: Updating molecular-weight-seq from NIL to 116.473
G1FV3-30676-MONOMER: Updating molecular-weight-seq from NIL to 35.18
G1FV3-29097-MONOMER: Updating molecular-weight-seq from NIL to 27.462
G1FV3-26924-MONOMER: Updating molecular-weight-seq from NIL to 21.325
G1FV3-25170-MONOMER: Updating molecular-weight-seq from NIL to 21.173
G1FV3-29098-MONOMER: Updating molecular-weight-seq from NIL to 51.035
G1FV3-30677-MONOMER: Updating molecular-weight-seq from NIL to 36.483
G1FV3-26925-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29099-MONOMER: Updating molecular-weight-seq from NIL to 88.187
G1FV3-25171-MONOMER: Updating molecular-weight-seq from NIL to 12.733
G1FV3-29100-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30678-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26926-MONOMER: Updating molecular-weight-seq from NIL to 31.424
G1FV3-25172-MONOMER: Updating molecular-weight-seq from NIL to 34.375
G1FV3-29102-MONOMER: Updating molecular-weight-seq from NIL to 109.041
G1FV3-30679-MONOMER: Updating molecular-weight-seq from NIL to 50.138
G1FV3-26927-MONOMER: Updating molecular-weight-seq from NIL to 38.875
G1FV3-29103-MONOMER: Updating molecular-weight-seq from NIL to 92.649
G1FV3-25173-MONOMER: Updating molecular-weight-seq from NIL to 41.322
G1FV3-29104-MONOMER: Updating molecular-weight-seq from NIL to 112.011
G1FV3-30680-MONOMER: Updating molecular-weight-seq from NIL to 17.466
G1FV3-26928-MONOMER: Updating molecular-weight-seq from NIL to 23.128
G1FV3-29105-MONOMER: Updating molecular-weight-seq from NIL to 20.847
G1FV3-25174-MONOMER: Updating molecular-weight-seq from NIL to 18.373
G1FV3-29106-MONOMER: Updating molecular-weight-seq from NIL to 12.262
G1FV3-30681-MONOMER: Updating molecular-weight-seq from NIL to 56.952
G1FV3-26929-MONOMER: Updating molecular-weight-seq from NIL to 43.924
G1FV3-29107-MONOMER: Updating molecular-weight-seq from NIL to 49.382
G1FV3-25176-MONOMER: Updating molecular-weight-seq from NIL to 116.309
G1FV3-29140-MONOMER: Updating molecular-weight-seq from NIL to 2.767
G1FV3-29108-MONOMER: Updating molecular-weight-seq from NIL to 13.906
G1FV3-30682-MONOMER: Updating molecular-weight-seq from NIL to 20.713
G1FV3-26930-MONOMER: Updating molecular-weight-seq from NIL to 199.745
G1FV3-29109-MONOMER: Updating molecular-weight-seq from NIL to 30.346
G1FV3-25177-MONOMER: Updating molecular-weight-seq from NIL to 60.187
G1FV3-29133-MONOMER: Updating molecular-weight-seq from NIL to 28.013
G1FV3-29110-MONOMER: Updating molecular-weight-seq from NIL to 67.44
G1FV3-30683-MONOMER: Updating molecular-weight-seq from NIL to 41.489
G1FV3-29123-MONOMER: Updating molecular-weight-seq from NIL to 178.123
G1FV3-26931-MONOMER: Updating molecular-weight-seq from NIL to 33.802
G1FV3-25178-MONOMER: Updating molecular-weight-seq from NIL to 39.962
G1FV3-29112-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30684-MONOMER: Updating molecular-weight-seq from NIL to 2.867
G1FV3-29113-MONOMER: Updating molecular-weight-seq from NIL to 3.103
G1FV3-26932-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
